Name,Ticker,"Sub-Sector","Market Cap","Percentage Hold Reco's","No. of analysts with buy reco","Percentage Buy Reco’s","Percentage Sell Reco's","Total no. of analysts","Percentage Upside"
Virescent Renewable Energy Trust,VIRESCENT,"Renewable Energy","1909.5",,"0",,,,
Spicejet Ltd,SPICEJET,"Airlines","1907.85075805","25","2","50","25","4","26.182965299684547"
HDFC Gold Exchange Traded Fund,HDFCGOLD,"Gold","1906.0882018","0","0",,"0",,
ICICI Prudential Gold ETF,ICICIGOLD,"Gold","1905.052968","0","0",,"0",,
Nippon India ETF Junior BeES,JUNIORBEES,"Equity","1901.11000107","0","0",,"0",,
Tarc Ltd,TARC,"Real Estate","1897.46943405","0","0",,"0",,
GOCL Corp Ltd,GOCLCORP,"Commodity Chemicals","1871.93743625","0","0",,"0",,
Anup Engineering Ltd,ANUP,"Textiles","1860.8702775","0","0",,"0",,"-42.507319669949425"
India Glycols Ltd,INDIAGLYCO,"Commodity Chemicals","1855.6775025","0","1","100","0","1","28.305664469842323"
Seamec Ltd,SEAMECLTD,"Oil & Gas - Equipment & Services","1854.118125","0","0",,"0",,
KDDL Ltd,KDDL,"Precious Metals, Jewellery & Watches","1853.11126377","0","1","100","0","1","-1.9010892361815783"
TTK Healthcare Ltd,TTKHLTCARE,"Pharmaceuticals","1849.80189303","0","0",,"0",,
Thejo Engineering Ltd,THEJO,"Construction & Engineering","1846.1631414","0","0",,"0",,
Arman Financial Services Ltd,ARMANFIN,"Consumer Finance","1843.743661425","0","0",,"0",,
Suryoday Small Finance Bank Ltd,SURYODAY,"Private Banks","1832.3302127400002","0","2","100","0","2","7.184241019698728"
Seshasayee Paper and Boards Ltd,SESHAPAPER,"Paper Products","1825.1919716","0","0",,"0",,
Jagran Prakashan Ltd,JAGRAN,"Publishing","1825.0310707200001","0","2","100","0","2","-7.573047107930822"
Panama Petrochem Ltd,PANAMAPET,"Specialty Chemicals","1822.36963975","0","0",,"0",,
Servotech Power Systems Ltd,SERVOTECH,"Electrical Components & Equipments","1802.776743475","0","0",,"0",,
Mukand Ltd,MUKANDLTD,"Iron & Steel","1791.7449812","0","0",,"0",,
Krsnaa Diagnostics Ltd,KRSNAA,"Hospitals & Diagnostic Centres","1786.9951438950002","0","2","100","0","2","57.33989282263025"
Dhampur Sugar Mills Ltd,DHAMPURSUG,"Sugar","1785.49423305","0","1","100","0","1","26.41754973043317"
Tide Water Oil Co India Ltd,TIDEWATER,"Commodity Chemicals","1780.3815336","0","0",,"0",,
Centum Electronics Ltd,CENTUM,"Electronic Equipments","1776.746875995","0","0",,"0",,
Indian Metals and Ferro Alloys Ltd,IMFA,"Iron & Steel","1776.16916952","0","0",,"0",,
SJS Enterprises Ltd,SJS,"Auto Parts","1771.7903918400002","0","0",,"0",,
JSW Ispat Special Products Ltd,JSWISPL,"Iron & Steel","1753.76003949","0","0",,"0",,
Hariom Pipe Industries Ltd,HARIOMPIPE,"Building Products - Pipes","1750.5909529150001","0","0",,"0",,"-27.11209276642739"
Rama Steel Tubes Ltd,RAMASTEEL,"Building Products - Pipes","1746.4796205","0","0",,"0",,
Precision Camshafts Ltd,PRECAM,"Auto Parts","1733.49148875","0","0",,"0",,
Dhani Services Ltd,DHANI,"Investment Banking & Brokerage","1729.2815487900002","0","0",,"0",,
NACL Industries Ltd,NACLIND,"Fertilizers & Agro Chemicals","1725.9471972400002","0","0",,"0",,
Skipper Ltd,SKIPPER,"Power Infrastructure","1723.3195084200001","0","0",,"0",,
Ador Welding Ltd,ADORWELD,"Industrial Machinery","1722.1098608799998","0","0",,"0",,"-19.851547694251426"
Vakrangee Ltd,VAKRANGEE,"Outsourced services","1721.70909625","0","0",,"0",,
Steel Exchange India Ltd,STEELXIND,"Iron & Steel","1714.68507515","0","0",,"0",,
Timex Group India Ltd,TIMEX,"Precious Metals, Jewellery & Watches","1700.50275","0","0",,"0",,
Cosmo Films Ltd,COSMOFIRST,"Packaging","1698.5430525","0","0",,"0",,
Filatex India Ltd,FILATEX,"Textiles","1692.302975","0","1","100","0","1","33.84813384813384"
Dwarikesh Sugar Industries Ltd,DWARKESH,"Sugar","1691.88870795","0","4","100","0","4","41.90317195325543"
Kuantum Papers Ltd,KUANTUM,"Paper Products","1678.9522412","0","0",,"0",,
Gallantt Metal Ltd,GALLANTT,"Iron & Steel","1678.108972475","0","0",,"0",,
Inox Green Energy Services Ltd,INOXGREEN,"Heavy Electrical Equipments","1677.95829","0","0",,"0",,
Foseco India Ltd,FOSECOIND,"Specialty Chemicals","1677.179930285","0","0",,"0",,
Jyoti Resins and Adhesives Ltd,JYOTIRES,"Commodity Chemicals","1676.16","0","0",,"0",,
Andhra Paper Ltd,ANDHRAPAP,"Paper Products","1670.142787805","0","0",,"0",,
Shankara Building Products Ltd,SHANKARA,"Building Products - Pipes","1669.94299071","0","0",,"0",,
Monte Carlo Fashions Ltd,MONTECARLO,"Apparel & Accessories","1667.16892656","0","0",,"0",,
PC Jeweller Ltd,PCJEWELLER,"Precious Metals, Jewellery & Watches","1666.1459476799998","0","0",,"0",,
Gujarat Industries Power Company Ltd,GIPCL,"Power Generation","1663.763068","0","0",,"0",,
Moschip Technologies Ltd,MOSCHIP,"Software Services","1662.215190916","0","0",,"0",,
Gensol Engineering Ltd,GENSOL,"Construction & Engineering","1648.57614672","0","0",,"0",,
Artemis Medicare Services Ltd,ARTEMISMED,"Business Support Services","1646.62926","0","0",,"0",,
Salasar Techno Engineering Ltd,SALASAR,"Iron & Steel","1643.2459824","0","0",,"0",,
Gati Ltd,GATI,"Logistics","1633.783618935","0","1","100","0","1","67.26403823178016"
TAJ GVK Hotels and Resorts Ltd,TAJGVK,"Hotels, Resorts & Cruise Lines","1630.23887","0","0",,"0",,
RPG Life Sciences Ltd,RPGLIFE,"Pharmaceuticals","1627.439076","0","0",,"0",,
Kalyani Steels Ltd,KSL,"Iron & Steel","1616.6910771","0","0",,"0",,
Precision Wires India Ltd,PRECWIRE,"Electrical Components & Equipments","1610.601644625","0","0",,"0",,
Cantabil Retail India Ltd,CANTABIL,"Apparel & Accessories","1610.06542488","0","0",,"0",,
EIH Associated Hotels Ltd,EIHAHOTELS,"Hotels, Resorts & Cruise Lines","1605.0619839600001","0","0",,"0",,
Capacite Infraprojects Ltd,CAPACITE,"Construction & Engineering","1603.5316346","0","3","100","0","3","0.9174311926605505"
Gokul Agro Resources Ltd,GOKULAGRO,"Packaged Foods & Meats","1599.37000072","0","0",,"0",,
Fairchem Organics Ltd,FAIRCHEMOR,"Specialty Chemicals","1596.68810775","0","0",,"0",,
Rossell India Ltd,ROSSELLIND,"Tea & Coffee","1596.257233875","0","0",,"0",,
Primo Chemicals Ltd,PRIMO,,"1589.2868367600001","0","0",,"0",,
Parag Milk Foods Ltd,PARAGMILK,"FMCG - Foods","1585.71364578","0","0",,"0",,
DEN Networks Ltd,DEN,"Cable & D2H","1585.24666405","0","0",,"0",,
Arvind Smartspaces Ltd,ARVSMART,"Real Estate","1577.0834290950002","100","0","0","0","1","0.5602643298376637"
Rane Holdings Ltd,RANEHOLDIN,"Auto Parts","1565.41897876","0","0",,"0",,
Expleo Solutions Ltd,EXPLEOSOL,"Software Services","1563.350175225","0","0",,"0",,
Satin Creditcare Network Ltd,SATIN,"Consumer Finance","1558.3649704450002","0","0",,"0",,
Oriental Hotels Ltd,ORIENTHOT,"Hotels, Resorts & Cruise Lines","1557.3848496","0","0",,"0",,
Subex Ltd,SUBEXLTD,"Software Services","1556.270281375","0","0",,"0",,
JITF Infralogistics Ltd,JITFINFRA,"Shipbuilding","1548.6482865","0","0",,"0",,
S H Kelkar and Company Ltd,SHK,"Specialty Chemicals","1541.671251365","0","1","100","0","1","67.47040771591408"
Abans Holdings Ltd,AHL,"Investment Banking & Brokerage","1532.71096175","0","0",,"0",,
Refex Industries Ltd,REFEX,"Commodity Chemicals","1531.6851578399999","0","0",,"0",,
I G Petrochemicals Ltd,IGPL,"Specialty Chemicals","1523.26725525","0","0",,"0",,"42.7271808349338"
SEPC Ltd,SEPC,"Construction & Engineering","1522.28620998","0","0",,"0",,
Ramco Industries Ltd,RAMCOIND,"Cement","1519.5925953","0","0",,"0",,
Vardhman Special Steels Ltd,VSSL,"Iron & Steel","1513.3711715","0","1","100","0","1","14.093959731543624"
Kotak Nifty ETF,KOTAKNIFTY,"Equity","1502.04666942","0","0",,"0",,
Morepen Laboratories Ltd,MOREPENLAB,"Pharmaceuticals","1497.72431444","0","0",,"0",,
Kabra Extrusion Technik Ltd,KABRAEXTRU,"Industrial Machinery","1496.81968336","0","0",,"0",,
Gulshan Polyols Ltd,GULPOLY,"Specialty Chemicals","1489.4644464","0","0",,"0",,
Nitin Spinners Ltd,NITINSPIN,"Textiles","1486.1757","0","2","100","0","2","66.63514280310193"
Marathon Nextgen Realty Ltd,MARATHON,"Real Estate","1485.27264291","0","0",,"0",,
DISA India Ltd,DISAQ,"Industrial Machinery","1483.514501775","0","0",,"0",,
Balu Forge Industries Ltd,BALUFORGE,,"1482.22767308","0","0",,"0",,
Sangam (India) Ltd,SANGAMIND,"Textiles","1481.73050532","0","0",,"0",,
Jai Balaji Industries Ltd,JAIBALAJI,"Iron & Steel","1481.44122558","0","0",,"0",,
Jash Engineering Ltd,JASH,"Construction & Engineering","1477.09839303","0","0",,"0",,
Bhagiradha Chemicals and Industries Ltd,BHAGCHEM,"Fertilizers & Agro Chemicals","1476.173845795","0","0",,"0",,
Stove Kraft Ltd,STOVEKRAFT,"Home Electronics & Appliances","1473.8162249","0","2","100","0","2","31.667413715822505"
Heranba Industries Ltd,HERANBA,"Fertilizers & Agro Chemicals","1461.8920168450002","0","0",,"0",,"193.69098125085534"
Welspun Specialty Solutions Ltd,WELSPLSOL,"Iron & Steel","1456.154911532","0","0",,"0",,
Andhra Sugars Ltd,ANDHRSUGAR,"Commodity Chemicals","1455.6500886","0","0",,"0",,
Transformers and Rectifiers (India) Ltd,TRIL,"Heavy Electrical Equipments","1448.9257223","0","0",,"0",,
SML Isuzu Ltd,SMLISUZU,"Trucks & Buses","1448.10525699","0","0",,"0",,"-36.4413131464548"
Tamilnadu Newsprint & Papers Ltd,TNPL,"Paper Products","1437.850215","0","0",,"0",,
Hester Biosciences Ltd,HESTERBIO,"Biotechnology","1437.787787975","100","0","0","0","1","8.274413513593462"
TCPL Packaging Ltd,TCPLPACK,"Packaging","1436.666364","0","0",,"0",,
Remedium Lifecare Ltd,REMLIFE,,"1435.968","0","0",,"0",,
Igarashi Motors India Ltd,IGARASHI,"Auto Parts","1435.1048135600001","0","0",,"0",,
Sasken Technologies Ltd,SASKEN,"Software Services","1428.02664048","0","0",,"0",,
Udaipur Cement Works Ltd,UDAICEMENT,"Cement","1426.56837015","0","0",,"0",,
BF Investment Ltd,BFINVEST,"Asset Management","1423.27132398","0","0",,"0",,
IFGL Refractories Ltd,IFGLEXPOR,"Industrial Machinery","1423.1924308799998","0","0",,"0",,
Kiri Industries Ltd,KIRIINDUS,"Specialty Chemicals","1421.81240773","0","0",,"0",,
Themis Medicare Ltd,THEMISMED,"Pharmaceuticals","1420.6316049","0","0",,"0",,
New Delhi Television Ltd,NDTV,"TV Channels & Broadcasters","1420.624368345","0","0",,"0",,
Reliance Industrial Infrastructure Ltd,RIIL,"Oil & Gas - Storage & Transportation","1419.0225","0","0",,"0",,
Media Matrix Worldwide Ltd,MMWL,"Advertising","1417.060515969","0","0",,"0",,
Hardwyn India Ltd,HARDWYN,"Building Products - Glass","1411.225534015","0","0",,"0",,
Prakash Industries Ltd,PRAKASH,"Iron & Steel","1410.269482125","0","0",,"0",,
Polo Queen Industrial and Fintech Ltd,PQIF,"FMCG - Household Products","1406.7925","0","0",,"0",,
Rico Auto Industries Ltd,RICOAUTO,"Auto Parts","1405.61115","0","0",,"0",,
BF Utilities Ltd,BFUTILITIE,"Renewable Energy","1403.30748114","0","0",,"0",,
Goldiam International Ltd,GOLDIAM,"Precious Metals, Jewellery & Watches","1403.048168125","0","0",,"0",,
John Cockerill India Ltd,COCKERILL,,"1401.99324509","0","0",,"0",,
Ugar Sugar Works Ltd,UGARSUGAR,"Sugar","1400.625","0","0",,"0",,
KCP Ltd,KCP,"Cement","1392.348528","0","0",,"0",,
Southern Petrochemical Industries Corporation Ltd,SPIC,"Fertilizers & Agro Chemicals","1391.8816965600001","0","0",,"0",,
Matrimony.Com Ltd,MATRIMONY,"Online Services","1389.390790425","0","2","100","0","2","12.134561473768523"
PIX Transmissions Ltd,PIXTRANS,"Industrial Machinery","1367.152568","0","0",,"0",,
Sanmit Infra Ltd,SANINFRA,,"1359.812545","0","0",,"0",,
Permanent Magnets Ltd,PERMAGN,"Metals - Diversified","1358.168643615","0","0",,"0",,
Solara Active Pharma Sciences Ltd,SOLARA,"Pharmaceuticals","1348.240180485","0","3","75","25","4","29.221732745961816"
Valiant Organics Ltd,VALIANTORG,"Commodity Chemicals","1339.88886536","0","0",,"0",,
Alicon Castalloy Ltd,ALICON,"Auto Parts","1339.2967","0","1","100","0","1","49.53383458646616"
Everest Industries Ltd,EVERESTIND,"Building Products - Prefab Structures","1332.17291386","0","0",,"0",,
Universal Cables Ltd,UNIVCABLES,"Cables","1331.95567659","0","0",,"0",,
Suven Life Sciences Ltd,SUVEN,"Pharmaceuticals","1329.159305115","0","1","100","0","1",
Avantel Ltd,AVANTEL,"Communication & Networking","1324.03523408","0","0",,"0",,
Everest Kanto Cylinder Ltd,EKC,"Gas Distribution","1321.24545555","100","0","0","0","1","-7.43099787685775"
Krishana Phoschem Ltd,KRISHANA,"Fertilizers & Agro Chemicals","1319.074794","0","0",,"0",,
Bharat Wire Ropes Ltd,BHARATWIRE,"Iron & Steel","1309.7276299799998","0","0",,"0",,
Sterling Tools Ltd,STERTOOLS,"Industrial Machinery","1308.39934352","0","1","100","0","1","14.812775330396478"
Himatsingka Seide Ltd,HIMATSEIDE,"Textiles","1308.0033706","100","0","0","0","1","-9.672563041023707"
Shaily Engineering Plastics Ltd,SHAILY,"Industrial Machinery","1307.91204765","0","1","100","0","1","31.50973172014729"
AVT Natural Products Ltd,AVTNPL,"Agro Products","1307.35814","0","0",,"0",,
Jay Bharat Maruti Ltd,JAYBARMARU,"Auto Parts","1299.866","0","0",,"0",,
Deep Industries Ltd,DEEPINDS,"Oil & Gas - Equipment & Services","1299.52","0","0",,"0",,
Sree Rayalaseema Hi-Strength Hypo Ltd,SRHHYPOLTD,"Commodity Chemicals","1295.77233729","0","0",,"0",,
DCW Ltd,DCW,"Commodity Chemicals","1289.82742429","0","0",,"0",,
EKI Energy Services Ltd,EKI,,"1289.32206612","0","0",,"0",,
RACL Geartech Ltd,RACLGEAR,"Auto Parts","1286.406604","0","0",,"0",,
GTPL Hathway Ltd,GTPL,"Cable & D2H","1280.9540028200001","0","1","100","0","1","72.08077260755049"
5Paisa Capital Ltd,5PAISA,"Diversified Financials","1274.7743173200001","0","0",,"0",,"-9.888261444190793"
Ajmera Realty & Infra India Ltd,AJMERA,"Real Estate","1273.0224","0","0",,"0",,
RPSG Ventures Ltd,RPSGVENT,"Packaged Foods & Meats","1272.974627215","0","1","100","0","1","406.08554538078124"
Pearl Global Industries Ltd,PGIL,"Apparel & Accessories","1271.131503475","0","0",,"0",,
Ram Ratna Wires Ltd,RAMRAT,"Electrical Components & Equipments","1270.94","0","0",,"0",,
Onward Technologies Ltd,ONWARDTEC,"Outsourced services","1261.9351357","0","0",,"0",,
Madras Fertilizers Ltd,MADRASFERT,"Fertilizers & Agro Chemicals","1259.0066595","0","0",,"0",,
Pokarna Ltd,POKARNA,"Cement","1258.29734","0","0",,"0",,
63 Moons Technologies Ltd,63MOONS,"IT Services & Consulting","1251.262672235","0","0",,"0",,
HPL Electric & Power Ltd,HPL,"Electrical Components & Equipments","1245.17891139","0","0",,"0",,
Kitex Garments Ltd,KITEX,"Apparel & Accessories","1244.5475","0","0",,"0",,
Xchanging Solutions Ltd,XCHANGING,"IT Services & Consulting","1243.26547056","0","0",,"0",,
Spectrum Electrical Industries Ltd,SPECTRUM,"Electrical Components & Equipments","1237.6345032","0","0",,"0",,
PTC India Financial Services Ltd,PFS,"Specialized Finance","1236.395419875","0","0",,"0",,
Goodluck India Ltd,GOODLUCK,"Iron & Steel","1234.29928125","0","0",,"0",,
Uttam Sugar Mills Ltd,UTTAMSUGAR,"Sugar","1233.768182","0","0",,"0",,
Insecticides (India) Ltd,INSECTICID,"Fertilizers & Agro Chemicals","1233.489856975","25","3","75","0","4","31.973605278944213"
Apollo Micro Systems Ltd,APOLLO,"Electronic Equipments","1232.93218985","0","0",,"0",,
Nalwa Sons Investments Ltd,NSIL,"Asset Management","1232.21686533","0","0",,"0",,
Ksolves India Ltd,KSOLVES,"IT Services & Consulting","1227.74808","0","0",,"0",,
GMR Power and Urban Infra Ltd,GMRP&UI,"Power Generation","1216.2429739200002","0","0",,"0",,
Andrew Yule & Co Ltd,ANDREWYU,"Tea & Coffee","1215.0431803299998","0","0",,"0",,
KMC Speciality Hospitals India Ltd,KMCSHIL,"Hospitals & Diagnostic Centres","1212.04772","0","0",,"0",,
Ritesh Properties and Industries Ltd,RPIL,,"1211.4496186","0","0",,"0",,
Pitti Engineering Ltd,PITTIENG,"Industrial Machinery","1211.011781595","0","1","100","0","1","22.00608707158925"
Kokuyo Camlin Ltd,KOKUYOCMLN,"Stationery","1210.16541939","0","0",,"0",,
Mangalore Chemicals and Fertilisers Ltd,MANGCHEFER,"Fertilizers & Agro Chemicals","1207.6693785","0","0",,"0",,
Mahanagar Telephone Nigam Ltd,MTNL,"Telecom Services","1203.3","0","0",,"0",,
Indo Rama Synthetics (India) Ltd,INDORAMA,"Textiles","1195.89823158","0","0",,"0",,
Ngl Fine Chem Ltd,NGLFINE,"Pharmaceuticals","1195.63298472","0","0",,"0",,
Indian Hume Pipe Company Ltd,INDIANHUME,"Water Management","1194.2957259","0","1","100","0","1","-21.923246581385087"
Genesys International Corporation Ltd,GENESYS,"IT Services & Consulting","1182.44602388","0","0",,"0",,
Infobeans Technologies Ltd,INFOBEAN,"Software Services","1182.34726645","0","0",,"0",,
Pennar Industries Ltd,PENIND,"Iron & Steel","1176.056403165","0","1","100","0","1","6.7125645438898385"
TV Today Network Ltd,TVTODAY,"TV Channels & Broadcasters","1174.87502935","0","1","100","0","1","52.36160487557135"
Raghav Productivity Enhancers Ltd,RPEL,"Commodity Chemicals","1172.3614265","0","0",,"0",,
Excel Industries Ltd,EXCELINDUS,"Fertilizers & Agro Chemicals","1169.76574406","0","0",,"0",,
S. P. Apparels Ltd,SPAL,"Apparel & Accessories","1166.931363","0","1","100","0","1","-1.5159660251585876"
BCL Industries Ltd,BCLIND,"FMCG - Foods","1163.7657607","0","1","100","0","1","10.810247865028115"
Cressanda Solutions Ltd,CRESSAN,"IT Services & Consulting","1160.262783852","0","0",,"0",,
Pnb Gilts Ltd,PNBGILTS,"Investment Banking & Brokerage","1158.36521229","0","0",,"0",,
India Power Corporation Ltd,DPSCLTD,"Power Generation","1153.94115","0","0",,"0",,
Rane (Madras) Ltd,RML,"Auto Parts","1147.83989219","0","0",,"0",,
Shree Digvijay Cement Co Ltd,SHREDIGCEM,"Cement","1147.34306981","0","0",,"0",,"-7.536415452818242"
Roto Pumps Ltd,ROTO,"Industrial Machinery","1143.237004","0","0",,"0",,
Manali Petrochemicals Ltd,MANALIPETC,"Specialty Chemicals","1138.63489598","0","0",,"0",,
Uniphos Enterprises Ltd,UNIENTER,"Fertilizers & Agro Chemicals","1137.77008964","0","0",,"0",,
Shivalik Rasayan Ltd,SHIVALIK,"Fertilizers & Agro Chemicals","1136.60514905","0","0",,"0",,
Asian Star Co Ltd,ASTAR,"Precious Metals, Jewellery & Watches","1129.439808","0","0",,"0",,
Sat Industries Ltd,SATINDLTD,"Business Support Services","1126.892025","0","0",,"0",,
Oriental Aromatics Ltd,OAL,"Specialty Chemicals","1121.00061656","0","0",,"0",,
Satia Industries Ltd,SATIA,"Paper Products","1117.5","0","0",,"0",,"43.17673378076063"
Geojit Financial Services Ltd,GEOJITFSL,"Investment Banking & Brokerage","1116.57205286","0","0",,"0",,
Veranda Learning Solutions Pvt Ltd,VERANDA,"Education Services","1115.0698436100001","0","0",,"0",,
Mishtann Foods Ltd,MISHTANN,"FMCG - Foods","1112","0","0",,"0",,
Dhampur Bio Organics Ltd,DBOL,"Sugar","1110.33244275","0","0",,"0",,
Gujarat Themis Biosyn Ltd,GUJTHEM,"Pharmaceuticals","1109.4843282299998","0","0",,"0",,
Shriram Properties Ltd,SHRIRAMPPS,"Real Estate","1109.368474425","0","0",,"0",,
G M Breweries Ltd,GMBREW,"Alcoholic Beverages","1102.04415371","0","0",,"0",,
Elpro International Ltd,ELPROINTL,"Real Estate","1098.73319979","0","0",,"0",,
Shalimar Paints Ltd,SHALPAINTS,"Specialty Chemicals","1098.41944446","0","0",,"0",,
Knowledge Marine & Engineering Works Ltd,KMEW,,"1097.3816","0","0",,"0",,
Sportking India Ltd,SPORTKING,"Textiles","1095.106496","0","0",,"0",,
Rajnish Wellness Ltd,RAJNISH,"FMCG - Personal Products","1095.0763905","0","0",,"0",,
Shakti Pumps India Ltd,SHAKTIPUMP,"Industrial Machinery","1087.1862274","0","0",,"0",,
Shanti Educational Initiatives Ltd,SEIL,"Education Services","1085.462","0","0",,"0",,
NIIT Ltd,NIITLTD,"Education Services","1082.9899677600001","0","2","100","0","2","434.4934742075823"
Avadh Sugar & Energy Ltd,AVADHSUGAR,"Sugar","1082.6962457","0","0",,"0",,"38.670611075159464"
Ashapura Minechem Ltd,ASHAPURMIN,"Metals - Diversified","1079.99338689","0","0",,"0",,
ULTRAMARINE & PIGMENTS Ltd,ULTRAMAR,"Commodity Chemicals","1077.188","0","0",,"0",,
Transpek Industry Ltd,TRANSPEK,"Commodity Chemicals","1076.367074145","0","0",,"0",,
Bigbloc Construction Ltd,BIGBLOC,"Building Products - Granite","1075.9757","0","0",,"0",,
Punjab Chemicals and Crop Protection Ltd,PUNJABCHEM,"Diversified Chemicals","1064.23503615","0","0",,"0",,
Control Print Ltd,CONTROLPR,"Electronic Equipments","1060.98967008","0","2","100","0","2","8.135149695990151"
Jindal Drilling and Industries Ltd,JINDRILL,"Oil & Gas - Equipment & Services","1060.12878432","0","0",,"0",,
Likhitha Infrastructure Ltd,LIKHITHA,"Construction & Engineering","1059.2325","0","0",,"0",,
Speciality Restaurants Ltd,SPECIALITY,"Restaurants & Cafes","1057.444503395","0","0",,"0",,
Praveg Ltd,PRAVEG,,"1056.9497296","0","0",,"0",,
TGV SRAAC Ltd,TGVSL,"Commodity Chemicals","1054.7274402","0","0",,"0",,
Ge Power India Ltd,GEPIL,"Construction & Engineering","1045.38717405","0","0",,"0",,
De Nora India Ltd,DENORA,"Electrical Components & Equipments","1043.49164221","0","0",,"0",,
Hi-Tech Pipes Ltd,HITECH,"Building Products - Pipes","1042.56367","0","0",,"0",,
B L Kashyap and Sons Ltd,BLKASHYAP,"Construction & Engineering","1022.3704","0","0",,"0",,
Dredging Corporation of India Ltd,DREDGECORP,"Dredging","1009.68","0","0",,"0",,
Foods and Inns Ltd,FOODSIN,"FMCG - Foods","1006.8198892049999","0","0",,"0",,
Indraprastha Medical Corporation Ltd,INDRAMEDCO,"Hospitals & Diagnostic Centres","1005.194445","0","0",,"0",,
GRM Overseas Ltd,GRMOVER,"Agro Products","1004.7","0","0",,"0",,
Vimta Labs Ltd,VIMTALABS,"Labs & Life Sciences Services","1003.429733425","0","1","100","0","1","-27.19249862107005"
Repro India Ltd,REPRO,"Stationery","1000.57346688","0","0",,"0",,
GIC Housing Finance Ltd,GICHSGFIN,"Home Financing","997.3217423200001","0","0",,"0",,
Agarwal Industrial Corporation Ltd,AGARIND,"Commodity Chemicals","996.93663685","0","0",,"0",,
Talbros Automotive Components Ltd,TALBROAUTO,"Auto Parts","992.89729275","0","0",,"0",,
Zota Health Care Ltd,ZOTA,"Pharmaceuticals","984.397793875","0","0",,"0",,
Radiant Cash Management Services Ltd,RADIANTCMS,"Business Support Services","983.31335379","0","0",,"0",,
Wardwizard Innovations & Mobility Ltd,WARDINMOBI,"Two Wheelers","982.0685982309999","0","0",,"0",,
Faze Three Ltd,FAZE3Q,"Textiles","981.75803","0","0",,"0",,"-13.301956898687141"
Finkurve Financial Services Ltd,FINKURVE,"Diversified Financials","981.755594322","0","0",,"0",,
Linc Ltd,LINC,"Stationery","981.571206","0","0",,"0",,
India Nippon Electricals Ltd,INDNIPPON,"Auto Parts","981.5435873600001","0","0",,"0",,
Steel Cast Ltd,STEELCAS,"Iron & Steel","980.9316","0","0",,"0",,
Vascon Engineers Ltd,VASCONEQ,"Construction & Engineering","973.58065728","0","0",,"0",,
Ganesh Benzoplast Ltd,GANESHBE,"Specialty Chemicals","970.5960286899999","0","0",,"0",,
India Motor Parts & Accessories Ltd,IMPAL,"Auto Parts","969.6336","0","0",,"0",,
Shiva Cement Ltd,SHIVACEM,"Cement","968.175","0","0",,"0",,
Chemcon Speciality Chemicals Ltd,CHEMCON,"Specialty Chemicals","965.21897135","0","0",,"0",,
Manaksia Ltd,MANAKSIA,"Metals - Diversified","959.09082175","0","0",,"0",,
Monarch Networth Capital Ltd,MONARCH,"Investment Banking & Brokerage","953.59627929","0","0",,"0",,
Saint-Gobain Sekurit India Ltd,SAINTGOBAIN,"Auto Parts","952.5100935","0","0",,"0",,
Jagsonpal Pharmaceuticals Ltd,JAGSNPHARM,"Pharmaceuticals","950.59443","0","0",,"0",,
GTL Infrastructure Ltd,GTLINFRA,"Telecom Infrastructure","950.33270595","0","0",,"0",,
Nahar Spinning Mills Ltd,NAHARSPING,"Textiles","949.59942799","0","0",,"0",,
Renaissance Global Ltd,RGL,"Precious Metals, Jewellery & Watches","949.163846","0","0",,"0",,
Kamdhenu Ventures Ltd,KAMOPAINTS,"Commodity Chemicals","945.7370175","0","0",,"0",,
Spacenet Enterprises India Ltd,SPCENET,"Online Services","944.5965619799999","0","0",,"0",,
D Link (India) Limited,DLINKINDIA,"Technology Hardware","934.487652","0","0",,"0",,
Deccan Gold Mines Ltd,DECNGOLD,"Mining - Diversified","933.379971876","0","0",,"0",,
Dhunseri Ventures Ltd,DVL,"Specialty Chemicals","928.5062285399999","0","0",,"0",,
Vinyl Chemicals India Ltd,VINYLINDIA,"Specialty Chemicals","924.7405077299999","0","0",,"0",,
Lancer Container Lines Ltd,LANCER,"Logistics","921.4669728","0","0",,"0",,
Bodal Chemicals Ltd,BODALCHEM,"Commodity Chemicals","920.150667975","0","1","100","0","1","68.14764183185234"
Century Enka Ltd,CENTENKA,"Textiles","918.7080145049999","0","0",,"0",,
Ambika Cotton Mills Ltd,AMBIKCO,"Textiles","918.375875","0","0",,"0",,
K&R Rail Engineering Ltd,KRRAIL,"Construction & Engineering","918.0404649149999","0","0",,"0",,
Sigachi Industries Ltd,SIGACHI,"Commodity Chemicals","916.1265","0","0",,"0",,
Sastasundar Ventures Ltd,SASTASUNDR,"Diversified Financials","915.3471375","0","0",,"0",,
Balmer Lawrie Investments Ltd,BLIL,"Conglomerates","914.74945549","0","0",,"0",,
Tracxn Technologies Ltd,TRACXN,"IT Services & Consulting","914.5628521950001","0","0",,"0",,
Vardhman Holdings Ltd,VHL,"Diversified Financials","913.35377248","0","0",,"0",,
RSWM Ltd,RSWM,"Textiles","907.8849591","0","0",,"0",,
Ncl Industries Ltd,NCLIND,"Cement","907.14360345","0","1","100","0","1","25.15582149090002"
HLV Ltd,HLVLTD,"Hotels, Resorts & Cruise Lines","906.482361125","0","0",,"0",,
Medicamen Biotech Ltd,MEDICAMEQ,"Pharmaceuticals","906.1350375","0","0",,"0",,
Beekay Steel Industries Ltd,BEEKAY,"Iron & Steel","900.1054941399999","0","0",,"0",,
